Sequence Name	Annotation GO ID
TU41552	
TU41553	GO:0005509,GO:0006897,GO:0016021
TU41554	GO:0004553,GO:0005975
TU41555	
TU41556	GO:0005198
TU41557	GO:0006623,GO:0019898,GO:0045053
TU41558	
TU41559	
TU41560	GO:0005220,GO:0005789,GO:0016021,GO:0048016,GO:0051209,GO:0070679
TU41561	
TU41566	GO:0000287,GO:0004743,GO:0005524,GO:0006096,GO:0016301,GO:0030955
TU41565	GO:0000287,GO:0004743,GO:0005524,GO:0006096,GO:0016301,GO:0030955
TU41562	GO:0003676
TU41563	GO:0003676
TU41564	GO:0003676
TU41567	
TU41569	
TU41568	
TU41570	GO:0016021,GO:0046872
TU41571	
TU41572	
TU41573	
TU41574	
TU41575	
TU41576	GO:0005634,GO:0008168,GO:0032259,GO:0046872,GO:0051213
TU41577	GO:0005634,GO:0008168,GO:0032259,GO:0046872,GO:0051213
TU41578	
TU41579	
TU41580	
TU41581	
TU41584	
TU41583	GO:0004553,GO:0005975
TU41582	
TU41585	GO:0005085,GO:0005737,GO:0007264,GO:0050790
TU41586	GO:0005085,GO:0005737,GO:0007264,GO:0050790
TU41587	
TU41588	GO:0005515
TU41589	
TU41590	
TU41591	
TU41592	GO:0004252,GO:0006508
TU41593	GO:0000981,GO:0005634,GO:0006357,GO:0021520,GO:0048812,GO:1990837
TU41594	
TU41595	GO:0005254,GO:0005886,GO:0006821,GO:0034707
TU41596	GO:0004843,GO:0016579
TU41597	
TU41599	
TU41598	GO:0000340,GO:0006417,GO:0007411,GO:0030031,GO:0030833,GO:0031209,GO:0031267,GO:0043005,GO:0045202
TU41600	GO:0046872
TU41601	
TU41603	GO:0016021,GO:0022857,GO:0055085
TU41602	
TU41604	GO:0016021,GO:0022857,GO:0055085
TU41606	
TU41605	GO:0003676
TU41607	GO:0016021,GO:0022857,GO:0055085
TU41608	
TU41609	GO:0007186,GO:0008528,GO:0016021
TU41610	
TU41611	
TU41612	GO:0050660
TU41613	
TU41615	
TU41616	
TU41617	
TU41614	
TU41618	
TU41619	GO:0005730
TU41622	
TU41621	
TU41623	
TU41620	GO:0003723,GO:0006355
TU41624	
TU41625	GO:0006915
TU41628	
TU41626	GO:0006915
TU41627	
TU41629	
TU41630	GO:0016301,GO:0016310
TU41631	GO:0016301,GO:0016310
TU41632	
TU41633	
TU41634	
TU41639	
TU41635	GO:0000166,GO:0016301,GO:0016310
TU41638	GO:0000166
TU41637	GO:0000166,GO:0016301,GO:0016310
TU41636	GO:0000166,GO:0016301,GO:0016310
TU41640	
TU41641	
TU41642	
TU41645	GO:0005515
TU41644	
TU41643	
TU41647	GO:0005096,GO:0007021,GO:0007023,GO:0016021,GO:0048487,GO:0050790
TU41648	GO:0005096,GO:0007021,GO:0007023,GO:0016021,GO:0048487,GO:0050790
TU41646	
TU41650	GO:0005096,GO:0007021,GO:0007023,GO:0016021,GO:0048487,GO:0050790
TU41649	GO:0005096,GO:0007021,GO:0007023,GO:0016021,GO:0048487,GO:0050790
TU41651	
TU41652	
TU41653	
TU41654	
TU41655	GO:0000981,GO:0003677,GO:0005634,GO:0006357
TU41657	GO:0006508,GO:0008234
TU41658	GO:0006508,GO:0008234
TU41659	GO:0006508,GO:0008234
TU41656	
TU41660	
TU41662	
TU41661	
TU41663	GO:0005737,GO:0005871,GO:0005874
TU41664	GO:0000976,GO:0003682,GO:0003743,GO:0005669,GO:0006367,GO:0006413,GO:0006508,GO:0008168,GO:0008237,GO:0008270,GO:0016251,GO:0032259
TU41665	
TU41667	
TU41666	
TU41668	
TU41669	GO:0000165,GO:0004707,GO:0004712,GO:0005524,GO:0006468,GO:0009605,GO:0033554,GO:0106310
TU41670	
TU41671	GO:0004725,GO:0005515,GO:0009653,GO:0016043,GO:0035335,GO:0040011,GO:0042221,GO:0048666
TU41672	GO:0004725,GO:0009653,GO:0016043,GO:0035335,GO:0040011,GO:0042221,GO:0048666
TU41673	GO:0015929
TU41674	GO:0004563,GO:0005975,GO:0102148
TU41675	GO:0004563,GO:0005975,GO:0102148
TU41677	GO:0004563,GO:0005975,GO:0102148
TU41676	GO:0004563,GO:0005975,GO:0102148
TU41678	
TU41679	GO:0005515,GO:0031514
TU41680	GO:0003676,GO:0015074
TU41681	GO:0005737,GO:0005856,GO:0030030,GO:0042995
TU41683	GO:0005737,GO:0005856,GO:0030030,GO:0042995
TU41682	GO:0005737,GO:0005856,GO:0030030,GO:0042995
TU41684	
TU41685	GO:0003779,GO:0016567
TU41686	GO:0003779,GO:0016567
TU41687	GO:0003779,GO:0016567
TU41688	
TU41690	
TU41689	
TU41691	GO:0003924,GO:0005525,GO:0007264,GO:0030707,GO:0035006,GO:0035099
TU41692	GO:0003924,GO:0005525,GO:0007264,GO:0030707,GO:0035006,GO:0035099
TU41693	GO:0005525,GO:0005737,GO:0016887
TU41694	GO:0006355
TU41695	
TU41696	GO:0052689
TU41697	
TU41698	
TU41699	
TU41700	GO:0003677
TU41701	
TU41702	GO:0008540,GO:0030234,GO:0042176,GO:0050790
TU41703	
TU41704	
TU41706	
TU41705	
TU41707	
TU41708	
TU41709	
TU41710	
TU41711	
TU41713	
TU41714	GO:0003676,GO:0008270
TU41712	
TU41715	GO:0003824
TU41716	GO:0003676,GO:0008270
TU41717	
TU41720	GO:0005622,GO:0046872
TU41718	GO:0046872
TU41719	GO:0005634,GO:0005737,GO:0016787,GO:0046872
TU41721	
TU41722	
TU41723	GO:0016021,GO:0048856
TU41724	GO:0016021,GO:0043229,GO:0046872,GO:0048856
TU41725	
TU41727	GO:0005737,GO:0005819,GO:0005874,GO:0008017
TU41728	GO:0005737,GO:0005819,GO:0005874,GO:0008017
TU41726	GO:0016020,GO:0043231
TU41729	GO:0003677,GO:0006310,GO:0015074
TU41730	GO:0005549
TU41731	
TU41733	
TU41732	
TU41734	
TU41735	
TU41736	GO:0003824
TU41737	
TU41739	GO:0003676
TU41738	GO:0005096,GO:0005737,GO:0043547,GO:0046872
TU41740	
TU41741	
TU41742	
TU41743	GO:0016021
TU41744	GO:0016020
TU41745	GO:0016020
TU41746	
TU41747	
TU41748	
TU41749	
TU41751	
TU41750	
TU41753	GO:0003723
TU41752	GO:0003723
TU41754	
TU41756	
TU41757	
TU41755	GO:0005975,GO:0016310,GO:0050277
TU41758	
TU41761	GO:0046872
TU41759	GO:0003774,GO:0003779,GO:0005096,GO:0005524,GO:0005737,GO:0016459,GO:0035556,GO:0046872,GO:0050790
TU41760	GO:0003774,GO:0003779,GO:0005096,GO:0005524,GO:0005737,GO:0016459,GO:0035556,GO:0046872,GO:0050790
TU41762	
TU41763	
TU41764	GO:0000166,GO:0003676,GO:0004386,GO:0006412,GO:0016787
TU41766	
TU41765	GO:0046983
TU41767	GO:0000290
TU41768	GO:0005509,GO:0005544
TU41769	
TU41770	
TU41771	GO:0001653,GO:0004383,GO:0004672,GO:0005524,GO:0005886,GO:0006182,GO:0006468,GO:0006935,GO:0007168,GO:0007635,GO:0010038,GO:0016021,GO:0035556
TU41772	
TU41773	
TU41774	
TU41775	
TU41776	
TU41777	
TU41779	
TU41778	
TU41780	GO:0004497,GO:0005506,GO:0016705,GO:0020037
TU41781	GO:0016307,GO:0046488
TU41782	GO:0016307,GO:0046488
TU41783	GO:0016307,GO:0046488
TU41784	
TU41785	
TU41786	
TU41787	GO:0005789,GO:0005886,GO:0006869,GO:0008289,GO:0016021,GO:0046872,GO:0061817
TU41788	GO:0046872
TU41789	GO:0007281
TU41790	GO:0000786,GO:0003677,GO:0006334
TU41791	GO:0003796,GO:0008152,GO:0019835,GO:0042742
TU41792	
TU41793	GO:0003333,GO:0005509,GO:0005743,GO:0006851,GO:0015171,GO:0016021
TU41794	GO:0003333,GO:0005509,GO:0005743,GO:0006851,GO:0015171,GO:0016021
TU41795	GO:0003333,GO:0005509,GO:0005743,GO:0006851,GO:0015171,GO:0016021
TU41796	
TU41797	
TU41798	
TU41805	GO:0003677,GO:0046872
TU41799	
TU41800	GO:0003676
TU41801	
TU41802	
TU41803	
TU41804	
TU41806	
TU41807	
TU41808	GO:0015267,GO:0016021,GO:0055085
TU41809	GO:0005452,GO:0006820,GO:0016021
TU41811	
TU41810	
TU41812	
TU41813	
TU41815	
TU41814	GO:0000166,GO:0003677,GO:0003887,GO:0006260,GO:0042575,GO:0071897
TU41816	
TU41817	
TU41818	GO:0004252,GO:0006508
TU41819	
TU41820	
TU41821	
TU41822	
TU41823	
TU41825	
TU41824	
TU41826	
TU41829	GO:0005484,GO:0006890,GO:0016021,GO:0061025
TU41827	GO:0005975,GO:0015929,GO:0016020
TU41828	GO:0005975,GO:0015929,GO:0016020
TU41830	GO:0001671,GO:0016020
TU41831	GO:0005504,GO:0005777,GO:0009058,GO:0016402,GO:0033540,GO:0055088,GO:0071949
TU41832	GO:0003997,GO:0005777,GO:0006631,GO:0071949
TU41833	
TU41834	GO:0003723,GO:0003724,GO:0005524,GO:0005730,GO:0016887
TU41836	
TU41835	
TU41837	
TU41838	
TU41839	GO:0005730,GO:0030490
TU41840	GO:0005730,GO:0030490
TU41841	
TU41842	
TU41844	GO:0005524,GO:0016887
TU41845	GO:0005524,GO:0016887
TU41843	GO:0005524,GO:0016887
TU41846	GO:0005524,GO:0016887
TU41847	GO:0004725,GO:0005634,GO:0014706,GO:0035335,GO:0046872
TU41849	
TU41848	GO:0003824
TU41850	
TU41851	
TU41852	
TU41853	
TU41854	GO:0005515,GO:0007165,GO:0009605
TU41855	GO:0005737,GO:0005814,GO:0005874,GO:0030030
TU41856	GO:0005737,GO:0005814,GO:0005874,GO:0030030
TU41857	GO:0007165,GO:0009605
TU41858	GO:0007165,GO:0009605
TU41859	
TU41860	GO:0004181,GO:0006508,GO:0008270
TU41861	GO:0016021,GO:0022857,GO:0055085
TU41862	GO:0000027,GO:0000470,GO:0005730,GO:0019843
TU41865	
TU41863	
TU41864	
TU41866	GO:0003676,GO:0008270
TU41867	
TU41868	
TU41869	
TU41870	
TU41871	
TU41872	
TU41873	GO:0005524,GO:0006281,GO:0006325,GO:0016887,GO:0031011,GO:0032508,GO:0035267,GO:0043139,GO:0097255
TU41874	
TU41875	GO:0004683,GO:0005516,GO:0005524,GO:0006468
TU41876	GO:0016021
TU41878	GO:0005622
TU41877	GO:0005622
TU41879	
TU41880	
TU41881	
TU41882	GO:0003676
TU41883	
TU41884	GO:0000502,GO:0005524,GO:0005737,GO:0008233,GO:0016887,GO:0036402,GO:1901800
TU41885	GO:0009055,GO:0020037,GO:0022900,GO:0046872
TU41893	
TU41891	
TU41892	
TU41890	
TU41886	
TU41888	
TU41889	
TU41887	
TU41894	
TU41895	GO:0004222,GO:0005886,GO:0006508,GO:0016021,GO:0046872
TU41896	
TU41897	GO:0005515
TU41898	GO:0005549
TU41902	GO:0004675,GO:0005524,GO:0006468,GO:0007178,GO:0016021,GO:0046872
TU41899	GO:0004675,GO:0005524,GO:0006468,GO:0007178,GO:0016021,GO:0046872
TU41901	GO:0004675,GO:0005524,GO:0006468,GO:0007178,GO:0016021,GO:0046872
TU41900	GO:0004675,GO:0005524,GO:0006468,GO:0007178,GO:0016021,GO:0046872
TU41903	GO:0004675,GO:0005524,GO:0006468,GO:0007178,GO:0016021,GO:0046872
TU41904	GO:0003824
TU41905	
TU41906	
TU41907	
TU41908	
TU41910	GO:0005515
TU41909	GO:0005515
TU41911	GO:0005634,GO:0006355,GO:0030015
TU41912	GO:0005634,GO:0006355,GO:0030015
TU41913	GO:0005634,GO:0006355,GO:0030015
TU41914	GO:0005634,GO:0006355,GO:0030015
TU41915	GO:0004849,GO:0005524,GO:0009116,GO:0016310,GO:0044206,GO:0044211
TU41916	GO:0016021,GO:0035598,GO:0035600,GO:0046872,GO:0051539,GO:0061712
TU41917	GO:0016021,GO:0022857,GO:0055085
TU41918	GO:0016021,GO:0022857,GO:0055085
TU41919	
TU41921	GO:0006633,GO:0016021,GO:0016717
TU41920	
TU41923	GO:0003676
TU41922	
TU41925	GO:0016021
TU41928	GO:0004930,GO:0007186,GO:0016021
TU41924	GO:0016020
TU41926	GO:0016021
TU41927	GO:0016021
TU41929	
TU41930	GO:0004190,GO:0006508
TU41932	GO:0005634,GO:0008270,GO:0016021
TU41931	GO:0005634,GO:0008270,GO:0016021
TU41933	
TU41934	
TU41935	
TU41937	
TU41936	
TU41938	GO:0005515,GO:0006886,GO:0016020,GO:0016192
TU41939	GO:0005515,GO:0006886,GO:0016020,GO:0016192
TU41940	
TU41942	
TU41941	
TU41943	GO:0008270
TU41944	GO:0008270
TU41945	GO:0008270
TU41946	GO:0008270
TU41947	GO:0008270
TU41949	
TU41948	
TU41950	GO:0004725,GO:0005515,GO:0009653,GO:0016021,GO:0016043,GO:0035335,GO:0040011,GO:0042221,GO:0048666
TU41951	GO:0005515
TU41952	GO:0004725,GO:0005515,GO:0009653,GO:0016021,GO:0016043,GO:0035335,GO:0040011,GO:0042221,GO:0048666
TU41953	
TU41955	
TU41956	
TU41954	
TU41957	GO:0016021
TU41958	GO:0016021
TU41959	GO:0016021
TU41961	
TU41960	
TU41963	
TU41964	
TU41966	
TU41962	
TU41965	
TU41967	
TU41968	
TU41969	
TU41970	
TU41971	
TU41972	
TU41973	
TU41974	GO:0005515
TU41975	GO:0005515
TU41977	
TU41978	
TU41976	
TU41979	
TU41980	
TU41981	GO:0016021,GO:0016263,GO:0016266
TU41982	GO:0004518
TU41983	
TU41984	GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959
TU41985	GO:0007018,GO:0008569,GO:0030286,GO:0045505,GO:0051959
TU41986	
TU41988	
TU41987	
TU41992	GO:0016021
TU41990	GO:0016021
TU41991	GO:0016021
TU41989	GO:0016021
TU41994	GO:0006777,GO:0008265,GO:0016829,GO:0030151,GO:0030170,GO:0102867
TU41993	
TU41995	GO:0006777,GO:0008265,GO:0016829,GO:0030151,GO:0030170,GO:0102867
TU41996	GO:0006777,GO:0008265,GO:0016829,GO:0030151,GO:0030170,GO:0102867
TU41997	GO:0003676
TU41998	GO:0003676
TU42000	GO:0004579,GO:0006486,GO:0016021,GO:0046872
TU42001	GO:0004518
TU42002	GO:0004518
TU41999	
TU42003	
TU42004	
TU42005	
TU42006	
TU42007	
TU42008	
TU42009	GO:0016020
TU42010	GO:0016020
TU42011	
TU42012	
TU42013	
TU42014	GO:0005814,GO:0007005,GO:0007268,GO:0060271
TU42015	GO:0006996,GO:0110165
TU42016	
TU42017	
TU42018	
TU42020	
TU42021	
TU42019	
TU42022	
TU42024	
TU42023	
TU42025	
TU42026	
TU42027	
TU42028	
TU42029	GO:0004888,GO:0007165,GO:0016020
TU42033	GO:0003922,GO:0005524,GO:0006177,GO:0016462
TU42034	GO:0003922,GO:0005524,GO:0006177,GO:0016462
TU42030	
TU42035	
TU42031	GO:0052689
TU42032	
TU42036	GO:0006807
TU42037	GO:0006807
TU42038	GO:0016020
TU42039	
TU42041	GO:0004806,GO:0005576
TU42040	GO:0004806,GO:0005576
TU42043	
TU42042	
TU42044	
TU42045	
TU42046	GO:0005515,GO:0032008
TU42047	
TU42048	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0030036
TU42049	GO:0008270,GO:0016567,GO:0061630
TU42051	GO:0006661,GO:0070772
TU42052	
TU42050	
TU42053	
TU42055	
TU42054	
TU42056	
TU42058	
TU42057	
TU42059	
TU42060	
TU42061	GO:0005524,GO:0016925,GO:0019948
TU42062	
TU42063	
TU42064	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU42065	
TU42066	
TU42067	
TU42068	GO:0000045,GO:0000421,GO:0000422,GO:0005829,GO:0006995,GO:0031625,GO:0050811
TU42069	GO:0006829,GO:0008324,GO:0016021,GO:0098655
TU42070	GO:0008233
TU42071	
TU42072	
TU42074	
TU42073	
TU42077	
TU42078	
TU42076	
TU42075	
TU42080	
TU42079	
TU42081	GO:0005524,GO:0005832,GO:0006457,GO:0016887,GO:0051082
TU42082	GO:0005524,GO:0005832,GO:0006457,GO:0016887,GO:0051082
TU42083	
TU42084	GO:0003676,GO:0008270,GO:0010629
TU42085	GO:0005813,GO:0036064,GO:0044782
TU42088	
TU42087	GO:0005813,GO:0036064,GO:0044782
TU42086	GO:0005813,GO:0036064,GO:0044782
TU42093	
TU42092	
TU42094	
TU42096	
TU42089	
TU42091	
TU42090	
TU42095	
TU42097	GO:0005739,GO:0016407,GO:0031405
TU42100	
TU42101	
TU42099	
TU42098	
TU42103	
TU42102	
TU42104	
TU42105	GO:0004252,GO:0006508,GO:0044237
TU42106	GO:0004650,GO:0005975
TU42109	
TU42108	
TU42107	
TU42111	
TU42110	
TU42114	
TU42115	
TU42113	GO:0016747
TU42116	
TU42112	
TU42118	
TU42117	
TU42119	
TU42120	
TU42121	GO:0110165
TU42122	GO:0110165
TU42123	GO:0015267,GO:0016020,GO:0055085
TU42124	
TU42125	GO:0005515,GO:0016301,GO:0016310
TU42126	GO:0004970,GO:0016020
TU42127	
TU42128	GO:0007154,GO:0016021,GO:0023052
TU42130	
TU42131	GO:0004518
TU42129	GO:0004518
TU42132	GO:0004114,GO:0007165,GO:0046872
TU42133	
TU42134	GO:0007165
TU42135	
TU42136	GO:0043170
TU42138	GO:0043170
TU42137	
TU42139	
TU42140	
TU42141	GO:0003677,GO:0003700,GO:0005524,GO:0005634,GO:0006357,GO:0048731
TU42142	
TU42143	GO:0003712,GO:0005634,GO:0006325,GO:0006357,GO:0008168,GO:0016577,GO:0032259,GO:0032452,GO:0046872,GO:0051213
TU42146	
TU42147	
TU42148	
TU42144	GO:0005634,GO:0006325,GO:0008168,GO:0032259,GO:0046872,GO:0070544,GO:0140680
TU42145	GO:0005634,GO:0006325,GO:0008168,GO:0032259,GO:0046872,GO:0070544,GO:0140680
TU42149	GO:0030833,GO:0031267
TU42150	
TU42151	
TU42153	
TU42154	
TU42152	
TU42155	
TU42157	
TU42156	
TU42158	
TU42159	GO:0001653,GO:0004383,GO:0004672,GO:0005524,GO:0005886,GO:0006182,GO:0006468,GO:0006935,GO:0007168,GO:0007635,GO:0010038,GO:0016021,GO:0035556
TU42160	GO:0005737,GO:0005814,GO:0005874,GO:0030030
TU42161	GO:0005737,GO:0005814,GO:0005874,GO:0030030
TU42162	
TU42163	
TU42164	GO:0005576,GO:0007155,GO:0046872
TU42165	
TU42166	
TU42167	
TU42168	
TU42169	GO:0004865
TU42170	GO:0016740
TU42171	GO:0001582,GO:0016021,GO:0033041
TU42172	
TU42173	GO:0008527,GO:0016021,GO:0050912
TU42174	
TU42176	
TU42175	
TU42177	GO:0008483,GO:0030170
TU42178	
TU42179	
TU42183	
TU42181	
TU42182	GO:0003824
TU42180	GO:0003824
TU42185	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42184	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42187	GO:0004563,GO:0005975,GO:0042302,GO:0102148
TU42186	
TU42188	
TU42189	
TU42191	GO:0016021
TU42190	GO:0003735,GO:0006412,GO:0015935
TU42192	
TU42195	GO:0016021,GO:0016491
TU42194	
TU42193	
TU42196	
TU42197	
TU42199	
TU42198	
TU42200	
TU42201	
TU42202	GO:0016020
TU42203	
TU42204	
TU42205	
TU42206	GO:0003993,GO:0004726,GO:0005737,GO:0035335
TU42209	GO:0005102,GO:0005576,GO:0016055,GO:0048699
TU42208	GO:0005102,GO:0005576,GO:0016055,GO:0048699
TU42207	GO:0005102,GO:0005576,GO:0016055,GO:0048699
TU42210	
TU42211	
TU42212	
TU42213	
TU42214	GO:0003824,GO:0008033
TU42215	
TU42216	GO:0003924,GO:0005525,GO:0006412
TU42217	
TU42219	
TU42220	
TU42218	
TU42221	GO:0003743,GO:0008190,GO:0045947
TU42222	
TU42223	
TU42224	GO:0004623,GO:0005198,GO:0006644,GO:0050482
TU42225	
TU42226	
TU42227	
TU42230	GO:0003677,GO:0005524,GO:0006281,GO:0006338,GO:0006351,GO:0016887,GO:0031011,GO:0140658
TU42232	GO:0003677,GO:0005524,GO:0006281,GO:0006338,GO:0006351,GO:0016887,GO:0031011
TU42231	GO:0003677,GO:0005524,GO:0006281,GO:0006338,GO:0006351,GO:0016887,GO:0031011
TU42228	
TU42229	GO:0003677,GO:0005524,GO:0006281,GO:0006338,GO:0006351,GO:0016887,GO:0031011,GO:0140658
TU42233	
TU42234	
TU42235	
TU42236	
TU42237	GO:0003676,GO:0008270
TU42238	GO:0005488
TU42239	GO:0000922,GO:0005815,GO:0007020,GO:0043015
TU42240	GO:0000922,GO:0005815,GO:0007020,GO:0043015
TU42241	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42244	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42242	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42245	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42246	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42243	GO:0005524,GO:0016021,GO:0055085,GO:0140359
TU42247	
TU42248	
TU42249	
TU42250	GO:0005524,GO:0006139,GO:0016310,GO:0019205
TU42251	GO:0005524,GO:0006139,GO:0016310,GO:0019205
TU42252	
TU42253	GO:0000226,GO:0004674,GO:0005524,GO:0006468
TU42254	GO:0000226,GO:0004674,GO:0005524,GO:0006468
TU42255	
TU42256	GO:0016021
TU42257	GO:0016021
TU42258	
TU42259	
TU42260	
TU42261	
TU42262	GO:0016021
TU42263	
TU42264	
TU42265	
TU42266	GO:0005783,GO:0006488,GO:0016020,GO:0106073
TU42267	GO:0005783,GO:0006488,GO:0016020,GO:0106073
TU42268	
TU42273	
TU42274	
TU42275	
TU42272	
TU42269	
TU42270	
TU42271	
TU42276	
TU42278	
TU42277	
TU42280	
TU42279	
TU42281	GO:0000287,GO:0004743,GO:0005524,GO:0006096,GO:0016301,GO:0030955
TU42282	GO:0000287,GO:0004743,GO:0005524,GO:0006096,GO:0016301,GO:0030955
TU42283	GO:0000287,GO:0004743,GO:0005524,GO:0006096,GO:0016301,GO:0030955
TU42284	GO:0004888,GO:0005216,GO:0016021,GO:0034220
TU42285	
TU42286	
TU42287	
TU42288	
TU42289	GO:0016020
TU42290	
TU42292	
TU42291	GO:0004852,GO:0006780
TU42293	
TU42294	
TU42295	GO:0016746
TU42296	GO:0008374,GO:0016021,GO:0044255
TU42297	GO:0008374,GO:0044255,GO:0110165
TU42298	GO:0003676,GO:0015074
TU42300	
TU42299	GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0007049,GO:0016887,GO:0032508,GO:0042555,GO:0071162
TU42301	GO:0003677,GO:0003678,GO:0005524,GO:0006270,GO:0007049,GO:0016887,GO:0032508,GO:0042555,GO:0071162
TU42302	
TU42303	
TU42304	GO:0008374
TU42305	GO:0003676,GO:0004523
TU42311	
TU42309	
TU42310	
TU42307	
TU42308	
TU42306	
TU42312	
TU42313	GO:0110165
TU42314	
TU42319	GO:0004553,GO:0005975
TU42315	GO:0004553,GO:0005975
TU42316	GO:0004553,GO:0005975
TU42317	GO:0003676
TU42318	GO:0003676
TU42322	GO:0005096,GO:0005634,GO:0043547,GO:0051056
TU42321	GO:0005096,GO:0005634,GO:0043547
TU42320	GO:0005515,GO:0005524,GO:0016887
TU42323	
TU42324	GO:0042302
TU42325	GO:0042302
TU42326	
TU42328	
TU42327	
TU42329	GO:0005524,GO:0005737,GO:0006457,GO:0016887,GO:0051082
TU42330	GO:0005783,GO:0005793,GO:0005794,GO:0006886,GO:0006888,GO:0007030,GO:0016021,GO:0030134
TU42331	GO:0000027,GO:0005654,GO:0005730
TU42332	
TU42333	
TU42336	
TU42335	
TU42334	
TU42337	GO:0005216,GO:0016021,GO:0034220
TU42338	GO:0005524,GO:0140658
TU42339	GO:0005524,GO:0140658
TU42341	GO:0005524,GO:0140658
TU42340	
TU42342	GO:0016616,GO:0051287
TU42343	GO:0016616,GO:0051287
TU42344	GO:0016616,GO:0051287
TU42345	GO:0016616,GO:0051287
TU42346	GO:0016616,GO:0051287
TU42347	GO:0016616,GO:0051287
TU42348	
TU42352	
TU42349	GO:0005509,GO:0005544
TU42350	GO:0005509,GO:0005544
TU42351	GO:0005509,GO:0005544
TU42353	
TU42354	
TU42355	
TU42356	GO:0005524,GO:0016020,GO:0016887
TU42357	
TU42358	
TU42359	
TU42360	
TU42361	GO:0005509,GO:0006897,GO:0016021
TU42362	GO:0005515,GO:0016020
TU42365	GO:0005634,GO:0008270
TU42367	GO:0005634,GO:0008270
TU42366	GO:0005634,GO:0008270
TU42368	GO:0005634,GO:0008270
TU42363	
TU42364	GO:0005634,GO:0008270
TU42369	GO:0006888
TU42370	GO:0016192
TU42371	GO:0005484,GO:0006886,GO:0016021,GO:0016192,GO:0061025
TU42372	
TU42373	GO:0004335,GO:0005524,GO:0005737,GO:0006012,GO:0046835
TU42374	
TU42375	
TU42376	
TU42379	
TU42378	GO:0005337,GO:0005765,GO:0016021,GO:1901642
TU42377	GO:0005337,GO:0005765,GO:0016021,GO:1901642
TU42380	GO:0003700,GO:0005634,GO:0006355,GO:0043565
TU42381	
TU42382	GO:0015267,GO:0016021,GO:0055085
TU42383	
TU42384	
TU42385	
TU42386	GO:0005515,GO:0015935,GO:0043022
TU42387	GO:0005515,GO:0015935,GO:0043022
TU42388	GO:0003729,GO:0005737,GO:0005849,GO:0006378
TU42389	
TU42390	
TU42391	
TU42396	GO:0008194
TU42394	GO:0008194
TU42392	GO:0008194
TU42393	GO:0008194,GO:0016020
TU42395	GO:0008194
TU42399	GO:0004714,GO:0005524,GO:0009653,GO:0016021,GO:0018108
TU42400	GO:0004714,GO:0005524,GO:0009653,GO:0016021,GO:0018108
TU42397	GO:0004714,GO:0005524,GO:0009653,GO:0016021,GO:0018108
TU42398	GO:0004714,GO:0005524,GO:0009653,GO:0016021,GO:0018108
TU42401	
TU42402	
TU42403	
TU42404	GO:0005887
TU42405	GO:0005887
TU42406	
TU42407	
TU42408	
TU42409	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42411	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42410	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42412	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0016021,GO:0050911
TU42413	
TU42414	
TU42415	
TU42416	
TU42417	
TU42422	
TU42421	
TU42423	
TU42418	
TU42419	
TU42420	
TU42424	
TU42428	GO:0005549
TU42429	GO:0005549
TU42427	
TU42425	
TU42426	
TU42430	GO:0004402,GO:0006355,GO:0008270,GO:0016573
TU42431	
TU42432	GO:0016491
TU42433	GO:0007030,GO:0043001
TU42434	GO:0004518,GO:0005622
TU42435	
TU42436	GO:0003723,GO:0046872
TU42437	GO:0003723,GO:0046872
TU42438	GO:0007154,GO:0016021,GO:0023052
TU42439	GO:0003676,GO:0003724,GO:0005524,GO:0016887,GO:0043229
TU42440	
TU42441	GO:0000407,GO:0006914
TU42443	GO:0006914,GO:0016301,GO:0016310
TU42444	GO:0000407,GO:0006914
TU42442	GO:0004672,GO:0005524,GO:0006468
TU42446	GO:0003676
TU42445	GO:0016021,GO:0022857,GO:0055085
TU42450	
TU42449	
TU42448	
TU42447	
TU42451	
TU42452	
TU42453	
TU42454	GO:0004553,GO:0005975
TU42455	GO:0004565,GO:0005975
TU42456	GO:0004565,GO:0005975
TU42457	GO:0004565,GO:0005975
TU42459	GO:0005887,GO:0015179,GO:0015293,GO:0015807,GO:0035725,GO:1902475
TU42458	GO:0005887,GO:0015179,GO:0015293,GO:0015807,GO:0035725,GO:1902475
TU42460	
TU42461	
TU42466	
TU42464	GO:0004518
TU42465	GO:0004518
TU42467	GO:0003676
TU42462	
TU42463	
TU42468	GO:0005509
TU42469	
